,Estimate#,Converted#,CompanyName,PriceTotal,DateCreated,DateConverted,DateLost,DateVoided
5931,13792,,"Signtech Electrical Advertising, Inc.",985.5,10/17/2019 9:09,,12/5/2019 9:34,
5932,13793,,Sun West Engineering Construction,31.21,10/17/2019 9:12,,10/18/2019 11:08,
5933,13794,275821,Yavapai County Facilities Department,112.93,10/17/2019 9:54,10/18/2019 8:46,,
5934,13795,277393,"HAI CONSTRUCTION, INC.",326.5,10/17/2019 10:00,10/23/2019 9:53,,
5935,13796,,Southern Illinois University Carbondale,59.5,10/17/2019 10:14,,12/2/2019 14:41,
5936,13797,275547,Gila Bend KOA,96.09,10/17/2019 10:31,10/17/2019 13:06,,
5937,13798,275828,LG&E,52.47,10/17/2019 10:32,10/18/2019 8:57,,
5938,13799,276110,Freehold Township Health,30.5,10/17/2019 10:39,10/18/2019 15:40,,
5939,13800,276075,Jarvis Products Corporation,673.2,10/17/2019 10:42,10/18/2019 14:46,,
6018,13801,276041,Willard City Schools,281,10/17/2019 10:50,10/18/2019 13:52,,
6019,13802,276373,Valley Community Healthcare,14.25,10/17/2019 10:59,10/21/2019 8:24,,
6020,13803,,Olds Products,127.13,10/17/2019 11:05,,10/17/2019 12:06,
6021,13804,275801,Farmers' Rice Cooperative,131.39,10/17/2019 11:06,10/18/2019 8:14,,
6022,13805,276106,"Marand Builders, Inc. - Decatur",31.87,10/17/2019 11:42,10/18/2019 15:33,,
6023,13806,,REWORK,31,10/17/2019 11:51,,,10/17/2019 11:52
6024,13807,276994,CBRE.,356.5,10/17/2019 12:39,10/22/2019 12:17,,
6025,13808,275577,Commercial Door and Hardware,129.6,10/17/2019 13:21,10/17/2019 13:48,,
6026,13809,275932,Exelon,230.04,10/17/2019 13:23,10/18/2019 11:20,,
6027,13810,276050,Magellan Midstream Partners,165.16,10/17/2019 13:39,10/18/2019 14:10,,
6028,13811,,Inmack Foods Inc./Taco Bell,225.73,10/17/2019 13:41,,11/13/2019 12:23,
6029,13812,275850,Safeguard Industries,79.83,10/17/2019 13:42,10/18/2019 9:44,,
6030,13813,276090,"JR Automation Technologies, LLC",245.39,10/17/2019 13:45,10/18/2019 15:00,,
6031,13814,290105,Northshire Condo,98.49,10/17/2019 13:47,12/4/2019 10:53,,
6032,13815,,Tetra Tech / Maytag Joint Venture,36.75,10/17/2019 14:17,,3/13/2020 14:11,
6033,13816,,JAD Corporation of America,324.5,10/17/2019 14:23,,11/22/2019 13:15,
6034,13817,276668,Greater Harris County 9-1-1 Emergency Network,65,10/17/2019 14:31,10/21/2019 15:22,,
6035,13818,275897,Veteran's Health Care System,52.5,10/17/2019 15:31,10/18/2019 10:43,,
6036,13819,280738,Bay West Construction,50.69,10/17/2019 15:35,11/1/2019 13:27,,
6037,13820,275958,Avid Builders,402.99,10/17/2019 15:46,10/18/2019 12:05,,
6038,13821,,Meyer Construction Specialties,162.5,10/17/2019 15:52,,11/15/2019 15:26,
6039,13822,276428,Advanced Door Systems Inc,270.03,10/17/2019 16:32,10/21/2019 10:18,,
6040,13823,299001,JPs Contracting Inc.,118.24,10/18/2019 7:15,1/8/2020 13:01,,
6041,13824,276608,Dongweck Engraving,27.12,10/18/2019 8:28,10/21/2019 14:11,,
6042,13825,,Construction Supply Inc,216.64,10/18/2019 9:18,,4/3/2020 13:31,
6043,13826,275890,Commercial Door and Hardware,348.05,10/18/2019 9:32,10/18/2019 10:28,,
6070,13827,,Culver City USD,1032.52,10/18/2019 9:59,,11/12/2019 11:41,
6071,13828,276091,"Summer Systems, Inc.",154.96,10/18/2019 10:14,10/18/2019 15:04,,
6072,13829,276368,FASTSIGNS of Milwaukee,98,10/18/2019 10:23,10/21/2019 8:07,,
6073,13830,282116,Culver City USD,341.22,10/18/2019 10:25,11/6/2019 13:23,,
6074,13831,,Construction Supply Inc,82.24,10/18/2019 10:29,,4/3/2020 13:32,
6075,13832,276701,"Muhlbauer, Inc",113.46,10/18/2019 11:13,10/21/2019 16:01,,
6076,13833,281683,"Crompco, LLC",637.3,10/18/2019 11:21,11/5/2019 13:36,,
6077,13834,277178,Lakes Region Technology Center,121.5,10/18/2019 11:45,10/22/2019 15:46,,
6078,13835,,Bob Dodge,73.11,10/18/2019 11:53,,11/11/2019 10:32,
6079,13836,278104,"JR Automation Technologies, LLC",30.21,10/18/2019 12:15,10/24/2019 15:19,,
6080,13837,279041,NSWC Mechanical Service,240.5,10/18/2019 12:22,10/28/2019 14:53,,
6081,13838,276941,St. John's College,411.5,10/18/2019 12:25,10/22/2019 11:04,,
6082,13839,300366,"Calico Brands, Inc.",325.98,10/18/2019 12:30,1/13/2020 8:18,,
6083,13840,279411,LASD-Aero Bureau,54.72,10/18/2019 12:44,10/29/2019 12:44,,
6084,13841,,Berry and Homer,1022.9,10/18/2019 13:21,,12/2/2019 8:33,
6085,13842,277901,Jeff Baumgardt,11.7,10/18/2019 13:23,10/24/2019 10:20,,
6086,13843,,Augusto Del Rosario Jr,35.02,10/18/2019 13:43,,11/4/2019 9:35,
6087,13844,276662,Entergy Sabine Plant,78.3,10/18/2019 14:31,10/21/2019 15:17,,
6088,13845,277841,Georgia Tech University,,10/18/2019 14:33,10/24/2019 9:01,,
6089,13846,284037,Boulder Housing Partners,30.69,10/18/2019 14:54,11/12/2019 15:27,,
6090,13847,276612,Mervis Industries,283.02,10/18/2019 15:15,10/21/2019 14:13,,
6091,13848,276919,Marketshare Inc,361,10/18/2019 15:15,10/22/2019 10:25,,
6092,13849,276574,Sun West Engineering Construction,95.37,10/18/2019 15:58,10/21/2019 13:42,,
6093,13850,276132,VISIBLE CONSTRUCTION,48.69,10/18/2019 16:02,10/18/2019 16:16,,
6094,13851,276936,Sherman Oaks Investment Co.,61.87,10/18/2019 16:34,10/22/2019 10:51,,
6095,13852,277456,East West General Construction,52.82,10/18/2019 16:41,10/23/2019 11:03,,
6172,13853,278278,POET Biorefining,182.44,10/21/2019 8:07,10/25/2019 8:54,,
6173,13854,276955,"Superior Striping Service, Inc.",477.5,10/21/2019 8:15,10/22/2019 11:22,,
6174,13855,277659,The Swig Company,256,10/21/2019 8:16,10/23/2019 15:13,,
6175,13856,277182,City of Philadelphia,416.5,10/21/2019 8:22,10/22/2019 15:47,,
6176,13857,276389,Swanson Industries,122.99,10/21/2019 8:39,10/21/2019 9:08,,
6177,13858,276895,Sharon Bell,106.38,10/21/2019 8:53,10/22/2019 9:46,,
6178,13859,276559,Canoga Park Heating & Air,70.65,10/21/2019 8:56,10/21/2019 13:28,,
6179,13860,,Chess Trade,14898.72,10/21/2019 9:13,,11/5/2019 15:46,
6180,13861,276704,Akima Support Operations,282.5,10/21/2019 10:11,10/21/2019 16:09,,
6181,13862,280480,M L Schmitt Inc.,1202.8,10/21/2019 10:26,10/31/2019 16:32,,
6182,13863,,"Fastech, Inc.",33.5,10/21/2019 10:29,,11/1/2019 13:02,
6183,13864,,EZ GRAPHIX AND PRINTING,1158.9,10/21/2019 10:54,,12/2/2019 14:37,
6184,13865,276539,"POET Biorefining-Caro, LLC",169.07,10/21/2019 11:00,10/21/2019 13:10,,
6185,13866,276563,Moody AFB,285.5,10/21/2019 11:50,10/21/2019 13:33,,
6186,13867,282223,Premier Management Services LC,93.28,10/21/2019 12:24,11/6/2019 15:05,,
6187,13868,279794,M L Schmitt Inc.,882.44,10/21/2019 12:39,10/30/2019 10:34,,
6188,13869,,"Ad Art, Inc",981.5,10/21/2019 12:45,,10/25/2019 10:24,
6189,13870,277179,City of Philadelphia,464.5,10/21/2019 12:59,10/22/2019 15:46,,
6190,13871,,Westgrove PACK,2027.26,10/21/2019 13:21,,11/5/2019 16:04,
6191,13872,277071,hp construction,486.54,10/21/2019 13:32,10/22/2019 13:48,,
6192,13873,,FASTSIGNS of Huntsville,2976.5,10/21/2019 13:48,,11/20/2019 14:01,
6193,13874,,Occutec Inc.,315.12,10/21/2019 14:52,,11/18/2019 14:46,
6194,13875,277128,Corsicana Sign & Crane Corp.,369.9,10/21/2019 14:54,10/22/2019 14:51,,
6195,13876,276851,Masy BioServices,14.88,10/21/2019 15:13,10/22/2019 8:51,,
6196,13877,276703,Mobile Enterprises Inc,175,10/21/2019 15:14,10/21/2019 16:06,,
6197,13878,,"St. Albans Cooperative Creamery, Inc.",991.9,10/21/2019 15:27,,1/6/2020 17:09,
6275,13879,,"Fastech, Inc.",70.5,10/21/2019 15:32,,11/25/2019 9:44,
6276,13880,280016,"On The Mark Engraving, LLC",451.03,10/21/2019 15:45,10/30/2019 14:58,,
6277,13881,,East West General Construction,135.04,10/21/2019 15:47,,12/4/2019 10:42,
6278,13882,276717,LeTourneau University,189.54,10/21/2019 15:49,10/21/2019 16:27,,
6279,13883,277424,Tenova 12S,58.48,10/21/2019 16:13,10/23/2019 10:30,,
6280,13884,,Smith Gardens,612.5,10/22/2019 8:21,,10/31/2019 15:11,
6281,13885,,SD Realty Ventures II LLC,70.5,10/22/2019 8:55,,12/18/2019 10:47,
6282,13886,277184,"Jonay Meter Shop, Inc",20.81,10/22/2019 8:56,10/22/2019 15:48,,
6283,13887,277097,Applied Landscape Technologies,132.5,10/22/2019 9:05,10/22/2019 14:17,,
6284,13888,278458,SignCo USA,109,10/22/2019 9:14,10/25/2019 13:27,,
6285,13889,,Fairfax County Public Schools,23855,10/22/2019 9:15,,12/4/2019 15:16,
6286,13890,281501,City of Morrison,162.5,10/22/2019 9:32,11/5/2019 9:32,,
6287,13891,277125,McKee Foods Corporation-Collegedale,110.5,10/22/2019 9:52,10/22/2019 14:48,,
6288,13892,,Marketshare Inc,3349,10/22/2019 10:13,,12/10/2019 9:25,
6289,13893,277048,Marketshare Inc,829,10/22/2019 10:19,10/22/2019 13:32,,
6290,13894,277562,Empire Valorize,588.06,10/22/2019 10:26,10/23/2019 13:17,,
6291,13895,277563,Empire Valorize,497.34,10/22/2019 10:28,10/23/2019 13:18,,
6292,13896,277564,Empire Valorize,603.18,10/22/2019 10:29,10/23/2019 13:18,,
6293,13897,277566,Empire Valorize,315.9,10/22/2019 10:30,10/23/2019 13:18,,
6294,13898,277568,Empire Valorize,451.98,10/22/2019 10:37,10/23/2019 13:18,,
6295,13899,277569,Empire Valorize,572.94,10/22/2019 10:38,10/23/2019 13:19,,
6296,13900,277570,Empire Valorize,497.34,10/22/2019 10:39,10/23/2019 13:19,,
6297,13901,277571,Empire Valorize,256.5,10/22/2019 10:43,10/23/2019 13:20,,
6298,13902,,Empire Valorize,108.54,10/22/2019 10:44,,10/23/2019 10:17,
6299,13903,277516,Makino,13,10/22/2019 10:55,10/23/2019 12:27,,
6300,13904,278523,Bausch and Lomb,121.37,10/22/2019 11:00,10/25/2019 15:13,,
6429,13905,277702,MJR Digital Cinemas,58.83,10/22/2019 11:01,10/23/2019 16:05,,
6430,13906,,Evergy,13452.5,10/22/2019 11:02,,11/1/2019 13:26,
6431,13907,277338,Reidy Group,274.37,10/22/2019 11:05,10/23/2019 8:23,,
6432,13908,280188,Jasper Springs Baptist Church,62.6,10/22/2019 11:20,10/31/2019 9:20,,
6433,13909,277052,Union Telephone Co,66.68,10/22/2019 11:20,10/22/2019 13:36,,
6434,13910,277046,"Section 10, Inc.",86.5,10/22/2019 11:27,10/22/2019 13:28,,
6435,13911,277919,The Sign Shop,752.5,10/22/2019 11:39,10/24/2019 10:46,,
6436,13912,,"Provengo, LLC",1642.98,10/22/2019 11:47,,11/26/2019 9:32,
6437,13913,277073,Acme Enterprises Inc.,179.14,10/22/2019 11:57,10/22/2019 13:51,,
6438,13914,277683,Bayco Financial Corporation,833.85,10/22/2019 11:58,10/23/2019 15:40,,
6439,13915,,Coon Valley Police Dept.,134.52,10/22/2019 11:58,,10/22/2019 13:17,
6440,13916,277548,Crown Equipment Corp,47,10/22/2019 12:11,10/23/2019 13:06,,
6441,13917,,Islip Public Schools,105.5,10/22/2019 13:23,,11/20/2019 16:46,
6442,13918,277193,Patrick Crow,57.24,10/22/2019 13:30,10/22/2019 15:58,,
6443,13919,277455,Berkshire Wireless Corp.,140.8,10/22/2019 13:34,10/23/2019 11:01,,
6444,13920,277139,Power House Manufacturing,19,10/22/2019 13:39,10/22/2019 15:02,,
6445,13921,,Southern IL University Carbondale - SIUC - SIU Carbondale,59.5,10/22/2019 13:42,,12/19/2019 11:47,
6446,13922,277866,Gerson Realty,223.23,10/22/2019 14:05,10/24/2019 9:33,,
6447,13923,,FASTSIGNS 2073,73.91,10/22/2019 14:37,,11/27/2019 9:18,
6448,13924,278406,Central Ohio Mountain Biking Organization (COMBO),,10/22/2019 14:44,10/25/2019 12:18,,
6449,13925,280366,Empire Valorize,466.1,10/22/2019 14:52,10/31/2019 13:12,,
6450,13926,278931,City of Lanark,82,10/22/2019 15:07,10/28/2019 12:23,,
6451,13927,,Barr Technical Services,2532.5,10/22/2019 15:08,,12/19/2019 11:47,
6452,13928,277558,Charleston School of Law,19.62,10/22/2019 15:26,10/23/2019 13:12,,
6453,13929,278853,Castro Valley USD,12.02,10/22/2019 16:11,10/28/2019 10:00,,
6454,13930,277679,Pleasant Valley Corporation,585.54,10/22/2019 16:19,10/23/2019 15:37,,
6455,13931,282032,Williams,648.54,10/22/2019 17:11,11/6/2019 11:15,,
6456,13932,277885,Williams,664.2,10/22/2019 17:19,10/24/2019 9:58,,
6457,13933,277897,McMaster-Carr Supply Company,44.51,10/23/2019 7:10,10/24/2019 10:14,,
6458,13934,277544,Dongweck Engraving,574.71,10/23/2019 7:49,10/23/2019 13:04,,
6459,13935,277337,Southern Glazers Wine and Spirits,209.27,10/23/2019 8:14,10/23/2019 8:17,,
6460,13936,277441,Widener University,174.5,10/23/2019 8:41,10/23/2019 10:47,,
6461,13937,277442,Widener University,118.5,10/23/2019 8:42,10/23/2019 10:48,,
6462,13938,,Blackhawk Security School,81.11,10/23/2019 8:43,,1/6/2020 17:09,
6463,13939,277445,Widener University,62.5,10/23/2019 8:44,10/23/2019 10:49,,
6464,13940,277499,Sun West Engineering Construction,29.64,10/23/2019 8:47,10/23/2019 12:16,,
6465,13941,277447,Widener University,62.5,10/23/2019 8:47,10/23/2019 10:50,,
6466,13942,277448,Widener University,62.5,10/23/2019 8:48,10/23/2019 10:51,,
6467,13943,285151,Midwest Commercial Construction,779.63,10/23/2019 8:53,11/15/2019 9:57,,
6468,13944,277364,Crown Equipment Corp,257.94,10/23/2019 8:58,10/23/2019 9:03,,
6469,13945,278014,Valley Community Healthcare,948.95,10/23/2019 8:58,10/24/2019 13:25,,
6470,13946,279431,NYS Division of Homeland Security,896.94,10/23/2019 9:31,10/29/2019 13:10,,
6471,13947,278150,Greenbrier Rail Services - American Hydraulics,1335.9,10/23/2019 9:50,10/24/2019 16:27,,
6472,13948,278273,Brad Phillips.,59.5,10/23/2019 9:51,10/25/2019 8:46,,
6473,13949,279978,EmPower Solar,764.57,10/23/2019 10:25,10/30/2019 14:14,,
6474,13950,281113,"City of Frisco, TX",263.3,10/23/2019 10:49,11/4/2019 11:19,,
6475,13951,277654,Swinerton,39,10/23/2019 10:50,10/23/2019 15:09,,
6476,13952,277898,"ASD Consultants, Inc.",29.7,10/23/2019 11:13,10/24/2019 10:18,,
6477,13953,,Scott Miller.,867.34,10/23/2019 11:51,,1/6/2020 17:09,
6478,13954,277534,Marketshare Inc,269,10/23/2019 12:03,10/23/2019 12:54,,
6479,13955,284854,Rock Star Pools and Fountains,73,10/23/2019 12:12,11/14/2019 13:13,,
6480,13956,277682,Pleasant Valley Corporation,175.61,10/23/2019 12:17,10/23/2019 15:39,,
6583,13957,277611,"Mulzer Crushed Stone, Inc.",3162.5,10/23/2019 12:35,10/23/2019 14:02,,
6584,13958,,NJMVC,247.91,10/23/2019 13:21,,1/6/2020 17:09,
6585,13959,278017,Hartford Health Care,204.5,10/23/2019 14:18,10/24/2019 13:26,,
6586,13960,,SignWorks - Monterey,4232.5,10/23/2019 14:20,,1/8/2020 15:43,
6587,13961,,CSI General Contracting Inc.,110.49,10/23/2019 14:22,,1/28/2020 9:57,
6588,13962,278461,"Fairmont Foods, Inc",405.88,10/23/2019 14:33,10/25/2019 13:30,,
6589,13963,,Marketshare Inc,73,10/23/2019 14:49,,11/19/2019 10:50,
6590,13964,278503,Wahl Clipper Corporation,143.78,10/23/2019 14:59,10/25/2019 14:40,,
6591,13965,277665,Paul Howse,26.5,10/23/2019 15:12,10/23/2019 15:20,,
6592,13966,,"BEST SPECIALTIES, INC.",139.92,10/23/2019 16:22,,11/19/2019 10:51,
6593,13967,283547,AJ Construction Specialties,642.75,10/23/2019 16:44,11/11/2019 13:25,,
6594,13968,,Budget Inn,233.29,10/24/2019 7:45,,11/11/2019 10:55,
6595,13969,,Granite Management LLC,123.59,10/24/2019 7:54,,10/25/2019 10:57,
6596,13970,279230,Lift Systems,69.5,10/24/2019 8:17,10/29/2019 7:35,,
6597,13971,278462,"KNOLL America, Inc",10,10/24/2019 8:32,10/25/2019 13:34,,
6598,13972,278970,CS Energy,765.72,10/24/2019 8:42,10/28/2019 13:22,,
6599,13973,281068,Clinton County Health Department,40.5,10/24/2019 8:49,11/4/2019 10:25,,
6600,13974,277903,The Art Institute of Chicago,84.5,10/24/2019 8:53,10/24/2019 10:25,,
6601,13975,279004,"Self Storage Signs, LLC",,10/24/2019 9:09,10/28/2019 14:06,,
6602,13976,281313,FISH HOOK INC. / MH & MS,47.25,10/24/2019 9:14,11/4/2019 15:03,,
6603,13977,278807,Buffalo Construction Inc,316.43,10/24/2019 9:21,10/28/2019 8:05,,
6604,13978,,Radiant Dyes Laser Acc. GMBH,85.75,10/24/2019 9:38,,11/4/2019 8:00,
6605,13979,279049,Power House Manufacturing,38,10/24/2019 9:44,10/28/2019 15:02,,
6606,13980,279960,"Kratos Unmanned Aerial Systems, Inc.",220.24,10/24/2019 10:44,10/30/2019 13:56,,
6607,13981,280354,Central Parking System,657.73,10/24/2019 11:13,10/31/2019 13:10,,
6736,13982,,ICON,702.5,10/24/2019 11:43,,11/1/2019 10:22,
6737,13983,278330,Wesco Integrated Supply,167.6,10/24/2019 11:58,10/25/2019 10:24,,
6738,13984,,"RTB, Inc.",1458.5,10/24/2019 12:05,,11/15/2019 14:44,
6739,13985,,Vital Signs,192.5,10/24/2019 12:08,,12/5/2019 13:09,
6740,13986,278321,Taylor Communications.,42.12,10/24/2019 13:06,10/25/2019 10:01,,
6741,13987,279224,Makino,18,10/24/2019 13:22,10/29/2019 7:21,,
6742,13988,279236,"Goodwill Industries - Long Beach,CA",81.05,10/24/2019 13:41,10/29/2019 8:22,,
6743,13989,279482,"Intralox, LLC",14,10/24/2019 14:03,10/29/2019 14:20,,
6744,13990,,Applied Tech-Dixie Cleveland,274.7,10/24/2019 14:06,,11/15/2019 15:25,
6745,13991,278493,"VPP Group, LLC",131.35,10/24/2019 14:17,10/25/2019 14:17,,
6746,13992,278271,H.G. Reynolds Company,538.57,10/24/2019 14:23,10/25/2019 8:39,,
6747,13993,,Hornbeck Offshore,636.69,10/24/2019 14:25,,10/24/2019 14:30,
6748,13994,278943,City of Oak Ridge,297.5,10/24/2019 14:32,10/28/2019 12:40,,
6749,13995,282864,Syracuse VA Medical Center,64.5,10/24/2019 14:34,11/8/2019 9:08,,
6750,13996,278411,Makino,11,10/24/2019 14:35,10/25/2019 12:24,,
6751,13997,280456,American Rock Salt,1490.94,10/24/2019 14:35,10/31/2019 15:42,,
6752,13998,278900,EMF,56.5,10/24/2019 14:50,10/28/2019 11:23,,
6753,13999,278534,Odin Ansari,245.81,10/24/2019 14:58,10/25/2019 15:35,,
6754,14000,279964,Phipps Houses Services,1378.92,10/24/2019 15:06,10/30/2019 14:00,,
6755,14001,,Formica,928.76,10/24/2019 15:24,,1/28/2020 9:59,
6756,14002,,American Rock Salt,428.22,10/24/2019 15:51,,10/31/2019 15:17,
6757,14003,278373,"BD Development, LLC.",185.75,10/24/2019 16:04,10/25/2019 11:32,,
6758,14004,278362,DBCCRA HOA % Collins Management Co.,64.95,10/24/2019 16:16,10/25/2019 11:20,,
6759,14005,,Sun West Engineering Construction,1729.84,10/25/2019 7:25,,11/22/2019 12:24,
6760,14006,,Sun West Engineering Construction,106.14,10/25/2019 7:47,,11/11/2019 11:54,
6761,14007,278981,Advance Pump & Equipment,85.5,10/25/2019 7:54,10/28/2019 13:29,,
6762,14008,278473,FASTSIGNS of Milwaukee,96,10/25/2019 8:31,10/25/2019 13:51,,
6763,14009,280199,Big Lots,147.08,10/25/2019 8:42,10/31/2019 9:28,,
6764,14010,278424,Loma Linda Mercantile,208.5,10/25/2019 9:10,10/25/2019 12:48,,
6765,14011,279851,"Ad Art, Inc",1914,10/25/2019 9:19,10/30/2019 11:48,,
6766,14012,280261,Feece Oil Co.,61.23,10/25/2019 9:41,10/31/2019 11:03,,
6767,14013,278524,Swinerton,55,10/25/2019 9:53,10/25/2019 15:14,,
6768,14014,278852,Lonza Incorporated,118.5,10/25/2019 10:06,10/28/2019 9:58,,
6769,14015,279846,"Ad Art, Inc",981.5,10/25/2019 10:25,10/30/2019 11:44,,
6770,14016,285791,Deseret Neighborhood,172.81,10/25/2019 10:27,11/18/2019 13:59,,
6771,14017,286125,Stewart's Shops,381.46,10/25/2019 11:03,11/19/2019 11:10,,
6772,14018,285168,Katerra,897.48,10/25/2019 11:13,11/15/2019 10:25,,
6773,14019,278811,DPR Construction,534.6,10/25/2019 11:29,10/28/2019 8:12,,
6774,14020,278847,"New Image Enterprises, Inc.",141.5,10/25/2019 11:56,10/28/2019 9:49,,
6775,14021,279232,Don Krueger Construction,74.52,10/25/2019 12:12,10/29/2019 8:04,,
6776,14022,279323,American Rock Salt,341.82,10/25/2019 13:10,10/29/2019 10:48,,
6777,14023,279717,Atlantic Custom Woodcraft,70.5,10/25/2019 13:14,10/30/2019 8:27,,
6778,14024,278510,Canadian Linen and Uniform Service Co. - Quebec Linge Co.,276.5,10/25/2019 13:28,10/25/2019 14:50,,
6779,14025,280049,Nevada DOT,132.5,10/25/2019 13:34,10/30/2019 15:59,,
6780,14026,279491,Georgia Pacific,55.62,10/25/2019 13:45,10/29/2019 14:34,,
6781,14027,,SignWorks - Monterey,1835.67,10/25/2019 14:00,,12/17/2019 10:33,
6782,14028,280309,"Modular Metal Fabricators, Inc.",397.33,10/25/2019 14:08,10/31/2019 12:18,,
6783,14029,278915,Lucy's Hearth,90.5,10/25/2019 14:32,10/28/2019 11:54,,
6784,14030,281515,Applied Industrial Technologies,282.5,10/25/2019 14:45,11/5/2019 9:52,,
6785,14031,279738,Case Paper Co.,64.26,10/25/2019 14:53,10/30/2019 9:08,,
6786,14032,279245,AHLSTROM-MUNKSJO,160.05,10/25/2019 14:55,10/29/2019 8:42,,
6787,14033,279034,Valley Community Healthcare,709.1,10/25/2019 15:07,10/28/2019 14:38,,
6841,14034,278559,The Whiting-Turner Contracting Company,576.26,10/25/2019 15:28,10/25/2019 16:27,,
6842,14035,,La Quinta  - Corsicana,36.18,10/25/2019 16:54,,2/7/2020 15:15,
6843,14036,281462,"Gately Enterprises, LLC",123.99,10/25/2019 17:23,11/5/2019 8:17,,
6844,14037,284456,Het Nieuwe Instituut,115,10/28/2019 7:42,11/13/2019 14:50,,
6845,14038,278858,City of Clermont,30.5,10/28/2019 8:20,10/28/2019 10:14,,
6846,14039,279013,Okland Construction,895.62,10/28/2019 8:33,10/28/2019 14:14,,
6847,14040,278874,Wolters Kluwer,64.43,10/28/2019 8:46,10/28/2019 10:49,,
6848,14041,281250,Vital Signs,163.5,10/28/2019 8:59,11/4/2019 14:01,,
6849,14042,279308,Express Signs Inc.,70.5,10/28/2019 9:00,10/29/2019 10:23,,
6850,14043,279736,The Ohio State University,101.7,10/28/2019 9:05,10/30/2019 9:05,,
6851,14044,284457,Fastsigns 2067,232.5,10/28/2019 9:14,11/13/2019 14:51,,
6852,14045,279077,ACT Pipe & Supply Inc.,262.44,10/28/2019 9:25,10/28/2019 15:32,,
6853,14046,,Valent Biosciences,295.86,10/28/2019 9:52,,1/28/2020 11:07,
6854,14047,,VALIR Health,1480.02,10/28/2019 10:07,,1/22/2020 11:26,
6855,14048,283511,Makino,6,10/28/2019 10:53,11/11/2019 12:24,,
6856,14049,,Richmond Trailblazer Snowmobile Club,347.19,10/28/2019 10:55,,10/29/2019 10:17,
6857,14050,279301,Circle K Stores- RMBU,12331.63,10/28/2019 11:11,10/29/2019 10:18,,
6858,14051,279305,"Custom Metal Designs, Inc",350,10/28/2019 11:43,10/29/2019 10:20,,
6859,14052,279016,Philadelphia Sign Company,182,10/28/2019 11:45,10/28/2019 14:23,,
6860,14053,279585,Vestas,352.08,10/28/2019 12:02,10/29/2019 16:30,,
6861,14054,279074,"Jonay Meter Shop, Inc",15.34,10/28/2019 12:52,10/28/2019 15:28,,
6862,14055,279266,"Jasper Products, LLC.",66.5,10/28/2019 12:54,10/29/2019 9:33,,
6863,14056,279450,HD Supply,90.63,10/28/2019 12:55,10/29/2019 13:28,,
6864,14057,279454,Deep Obsession Charters LLC.,15,10/28/2019 13:23,10/29/2019 13:37,,
6865,14058,279293,Makino,14,10/28/2019 13:24,10/29/2019 10:10,,
6866,14059,,FASTSIGNS of Kankakee,3132.5,10/28/2019 13:32,,11/11/2019 15:07,
6893,14060,279938,Freehold Township Health,30.5,10/28/2019 13:49,10/30/2019 13:36,,
6894,14061,279343,Vintage Associates Inc,352.89,10/28/2019 14:02,10/29/2019 11:22,,
6895,14062,,MidState Machine.,224.19,10/28/2019 14:11,,11/21/2019 11:20,
6896,14063,283393,Louisville Fire Department,591.7,10/28/2019 14:12,11/11/2019 8:53,,
6897,14064,279265,Power House Manufacturing,65,10/28/2019 14:28,10/29/2019 9:31,,
6898,14065,279252,Philadelphia Sign Company,110.5,10/28/2019 14:32,10/29/2019 9:01,,
6899,14066,284880,FreeWire Technologies,43.5,10/28/2019 14:49,11/14/2019 13:53,,
6900,14067,280573,Safeguard Industries,58.81,10/28/2019 15:04,11/1/2019 8:15,,
6901,14068,282227,CS Energy,346.68,10/28/2019 15:40,11/6/2019 15:14,,
6902,14069,286916,StandardAero,200,10/29/2019 7:32,11/21/2019 7:45,,
6903,14070,279821,John Thomas Inc,440,10/29/2019 8:35,10/30/2019 11:11,,
6904,14071,287153,Biloxi Public Schools,322.5,10/29/2019 8:48,11/21/2019 13:49,,
6905,14072,280275,Marketshare Inc,459.4,10/29/2019 8:50,10/31/2019 11:30,,
6906,14073,280571,Eight-Ten Commercial,26.5,10/29/2019 8:58,11/1/2019 8:11,,
6907,14074,,Bristol Alliance of Companies,251.34,10/29/2019 9:13,,11/11/2019 16:30,
6908,14075,279873,American Welding & Gas-,265,10/29/2019 9:46,10/30/2019 12:07,,
6909,14076,281559,Bethlehem Central School District.,297.5,10/29/2019 9:49,11/5/2019 10:42,,
6910,14077,280270,"Marand Builders, Inc. - Decatur",46.99,10/29/2019 9:55,10/31/2019 11:20,,
6911,14078,279732,Nutrien Ag Solutions - Stockton IL,18.1,10/29/2019 10:03,10/30/2019 9:00,,
6912,14079,279321,Security Vault Works Florida,116,10/29/2019 10:06,10/29/2019 10:41,,
6913,14080,279441,Technical College of the Lowcountry,64.74,10/29/2019 10:15,10/29/2019 13:24,,
6914,14081,284176,USS INC,1586.28,10/29/2019 10:43,11/13/2019 7:39,,
6915,14082,280980,Hospital for Special Surgery,110.5,10/29/2019 10:50,11/4/2019 7:41,,
6916,14083,279449,City of Sunnyvale,110.86,10/29/2019 10:50,10/29/2019 13:26,,
6917,14084,,ASI Signage,611,10/29/2019 11:09,,11/6/2019 14:56,
6995,14085,,Cen Cal Better Deal Printing,126,10/29/2019 11:29,,11/11/2019 16:31,
6996,14086,,ASI Signage,120.5,10/29/2019 11:34,,12/18/2019 10:54,
6997,14087,,Diversified Equipment Co,410.79,10/29/2019 11:35,,12/11/2019 16:21,
